model,TP,FN,TN,FP,ACCURACY,MCC,F1,Cohen_kappa,SPECIFICITY,PRECISION,RECALL
decisionTree,0.0014196143381048148,0.002602626286525494,0.9934934342836863,0.002484325091683426,0.9949130486217911,0.3556958672044315,0.35820895522388063,0.8862561125909434,0.9975056420002376,0.36363636363636365,0.35294117647058826
logisticRegression,0.0016562167277889507,0.002366023896841358,0.9865136637880043,0.009464095587365433,0.9881698805157932,0.24279405758681336,0.21875,0.31370316084281874,0.9904976838104288,0.14893617021276595,0.4117647058823529
knn,0.0002366023896841358,0.003785638234946173,0.9956228557908435,0.0003549035845262037,0.9958594581805276,0.1522018737841217,0.10256410256410256,0.10236805646880362,0.9996436631428911,0.4,0.058823529411764705
svm_linear,0.0016562167277889507,0.002366023896841358,0.9792972909026381,0.016680468472731573,0.9809535076304271,0.1863514585866435,0.14814814814814814,0.204749147346339,0.9832521677158808,0.09032258064516129,0.4117647058823529
svm_2,0.0008281083638944754,0.0031941322607358332,0.9863953625931622,0.0095823967822075,0.9872234709570566,0.12238550448153125,0.11475409836065574,0.19228649760578856,0.9903789048580591,0.07954545454545454,0.20588235294117646
svm_3,0.0008281083638944754,0.0031941322607358332,0.9901810008281083,0.005796758547261327,0.9910091091920028,0.15609127543916493,0.15555555555555556,0.35089428503152514,0.9941798313338877,0.125,0.20588235294117646
svm_rbf,0.001183011948420679,0.0028392286762096296,0.989589494853898,0.0063882645214716665,0.9907725068023187,0.2100728370111726,0.20408163265306123,0.33999669721740566,0.9935859365720394,0.15625,0.29411764705882354
naiveBayes,0.0017745179226310187,0.00224772270199929,0.9835561339169525,0.01242162545841713,0.9853306518395836,0.2293700052371782,0.19480519480519481,0.2895676365721459,0.9875282100011878,0.125,0.4411764705882353
random_forest,0.002484325091683426,0.0015379155329468827,0.9918372175558973,0.004140541819472376,0.9943215426475808,0.47865319972403503,0.4666666666666667,7.757609223837081,0.9958427366670626,0.375,0.6176470588235294
ridgeClassifierCV,0.0003549035845262037,0.003667337040104105,0.9940849402578966,0.0018928191174730864,0.9944398438424228,0.11538840151480288,0.11320754716981131,0.6326042159962115,0.9980995367620857,0.15789473684210525,0.08823529411764706
passiveAggressiveClassifier,0.0030758310658937655,0.0009464095587365432,0.7906068851295398,0.2053708742458299,0.7936827161954336,0.08702595437596422,0.028953229398663696,0.027077600775862097,0.7937997386863048,0.014755959137343927,0.7647058823529411
