model,TP,FN,TN,FP,ACCURACY,MCC,F1,Cohen_kappa,SPECIFICITY,PRECISION,RECALL
decisionTree,0.006624866911155803,0.014314444575890217,0.9594226901691707,0.019637998343783273,0.9660475570803265,0.2653164093540233,0.28070175438596484,0.6491190160195899,0.9799420009666505,0.25225225225225223,0.3163841807909605
logisticRegression,0.010528806340944044,0.010410505146101976,0.8666745534129895,0.11238613509996451,0.8772033597539335,0.16921303975307878,0.14638157894736842,0.1461955875945657,0.8852102464958918,0.08565928777670838,0.5028248587570622
knn,0.004850348988524784,0.016088962498521236,0.9785874837335857,0.0004732047793682716,0.9834378327221105,0.45482856475781225,0.3693693693693693,0.3709520512528374,0.9995166747220879,0.9111111111111111,0.23163841807909605
svm_linear,0.008399384833786822,0.012539926653259198,0.9170708624157105,0.06198982609724358,0.9254702472494972,0.18908646819582986,0.18393782383419693,0.47125329026310675,0.9366843885935234,0.11932773109243698,0.4011299435028249
svm_2,0.0069797704956820064,0.013959540991364013,0.9449899443984384,0.03407074411451556,0.9519697148941204,0.2154381003667299,0.22519083969465647,0.3735644555609088,0.9652005799903335,0.17002881844380405,0.3333333333333333
svm_3,0.006624866911155803,0.014314444575890217,0.9700697977049568,0.00899089080799716,0.9766946646161127,0.3547682726053792,0.36245954692556637,1.6087055219219928,0.9908168197196714,0.42424242424242425,0.3163841807909605
svm_rbf,0.00851768602862889,0.01242162545841713,0.9067786584644505,0.07228203004850349,0.9152963444930794,0.17492717478078534,0.1674418604651163,0.16425826393606213,0.9261720637989367,0.1054172767203514,0.4067796610169492
naiveBayes,0.0003549035845262037,0.020584407902519815,0.9762214598367444,0.0028392286762096296,0.9765763634212705,0.03564970059539521,0.02941176470588235,0.028340705405390517,0.9971000483325277,0.1111111111111111,0.01694915254237288
random_forest,0.006624866911155803,0.014314444575890217,0.9788240861232699,0.0002366023896841358,0.9854489530344257,0.5483469540385044,0.4765957446808511,11.554296977333117,0.999758337361044,0.9655172413793104,0.3163841807909605
ridgeClassifierCV,0.011593517094522655,0.009345794392523364,0.7703773808115462,0.20868330770140778,0.7819708979060689,0.11764717135851424,0.09612555174104954,0.07986353297588844,0.7868535524407927,0.05263157894736842,0.5536723163841808
passiveAggressiveClassifier,0.0001183011948420679,0.020821010292203953,0.9761031586419023,0.0029575298710516978,0.9762214598367444,0.0067975666338808095,0.009852216748768473,0.0055178204394340045,0.9969792170130498,0.038461538461538464,0.005649717514124294
