model,TP,FN,TN,FP,ACCURACY,MCC,F1,Cohen_kappa,SPECIFICITY,PRECISION,RECALL
decisionTree,0.7990062699633266,0.04590086359872235,0.12409795338932923,0.03099491304862179,0.9231042233526559,0.718746320901004,0.9540895606724114,0.7578824971685045,0.8001525553012967,0.9626567844925884,0.9456734808176981
logisticRegression,0.5605110611617178,0.28439607240033127,0.14018691588785046,0.014905950550100557,0.7006979770495682,0.4154633388797194,0.789272030651341,0.4890378570678864,0.9038901601830663,0.9740953947368421,0.6633996079529544
knn,0.8401750857683663,0.004732047793682716,0.08896249852123507,0.06613036791671596,0.9291375842896014,0.7056020503567048,0.959535229345403,0.7057568477242306,0.5736079328756675,0.927033024409346,0.9943993279193504
svm_linear,0.6921802910209394,0.15272684254110966,0.13332544658701054,0.021767419850940495,0.8255057376079499,0.5438038171449519,0.888062533201791,0.5607593223161953,0.8596491228070176,0.9695111847555924,0.8192383085970316
svm_2,0.7610315864190228,0.08387554714302614,0.10422335265586183,0.0508695137820892,0.8652549390748847,0.5305286188070187,0.9186719028918243,0.6004622322668713,0.6720061022120518,0.9373451843217252,0.9007280873704845
svm_3,0.8049213297054301,0.03998580385661895,0.09665207618596948,0.058440790251981546,0.9015734058913994,0.6069281995108098,0.942382271468144,0.6375615166499942,0.6231884057971014,0.9323102219786242,0.9526743209185102
svm_rbf,0.6911155802673608,0.15379155329468827,0.13095942269016916,0.02413344374778185,0.8220750029575299,0.5313013921356257,0.8859569305429178,0.5408140183621792,0.8443935926773455,0.9662586834270592,0.8179781573788855
naiveBayes,0.0063882645214716665,0.8385188690405773,0.1547379628534248,0.0003549035845262037,0.16112622737489649,0.023321722412440578,0.015002083622725378,0.01129481144027492,0.9977116704805492,0.9473684210526315,0.007560907308877065
random_forest,0.8236129184904768,0.021294215071572222,0.12551756772743405,0.029575298710516975,0.9491304862179109,0.8019929504867916,0.9700431935349032,0.8423440437202608,0.8093058733790999,0.9653355518580145,0.9747969756370765
ridgeClassifierCV,0.41748491659765763,0.42742221696439137,0.13592807287353603,0.019164793564415,0.5534129894711937,0.2704523643840807,0.6515277393150559,0.27965653216034203,0.8764302059496567,0.9561094554321322,0.4941192943153178
passiveAggressiveClassifier,0.6731337986513664,0.17177333491068258,0.12362474860996096,0.03146811782799006,0.7967585472613273,0.47115379192777096,0.8688349366315467,0.4908166609108584,0.7971014492753623,0.955339153794493,0.7966956034724166
