model,TP,FN,TN,FP,ACCURACY,MCC,F1,Cohen_kappa,SPECIFICITY,PRECISION,RECALL
decisionTree,0.0017745179226310187,0.0,0.9982254820773689,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logisticRegression,0.0016562167277889507,0.0001183011948420679,0.9761031586419023,0.022122323435466697,0.9777593753696913,0.25170275345994503,0.12962962962962965,0.17395796723477622,0.977838350319981,0.06965174129353234,0.9333333333333333
svm_linear,0.0017745179226310187,0.0,0.9966875665444221,0.0015379155329468827,0.9984620844670531,0.7313610174177969,0.6976744186046512,1.5627221971472205,0.9984593505570041,0.5357142857142857,1.0
svm_2,0.0017745179226310187,0.0,0.9866319649828463,0.011593517094522655,0.9884064829054774,0.3622177033422924,0.23437500000000003,0.24337195639148063,0.9883858734297227,0.13274336283185842,1.0
svm_3,0.0017745179226310187,0.0,0.989589494853898,0.008635987223470957,0.9913640127765291,0.4110716304575912,0.2912621359223301,0.3633917723874383,0.9913486608200995,0.17045454545454544,1.0
svm_rbf,0.0016562167277889507,0.0001183011948420679,0.9854489530344257,0.012776529042943333,0.9871051697622146,0.32484544738370796,0.20437956204379565,0.25286121519311505,0.9872007584735719,0.11475409836065574,0.9333333333333333
naiveBayes,0.0015379155329468827,0.0002366023896841358,0.9716077132379037,0.02661776883946528,0.9731456287708505,0.2137239689674333,0.10276679841897232,0.10384251185600213,0.9733349134866082,0.0546218487394958,0.8666666666666667
random_forest,0.0017745179226310187,0.0,0.9982254820773689,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ridgeClassifierCV,0.0017745179226310187,0.0,0.8885602744587721,0.10966520761859695,0.890334792381403,0.11905545485466046,0.03134796238244514,0.0325574291926847,0.8901398435648258,0.01592356687898089,1.0
passiveAggressiveClassifier,0.001301313143262747,0.0004732047793682716,0.9966875665444221,0.0015379155329468827,0.9979888796876848,0.5788416936703779,0.5641025641025641,0.70899146895488,0.9984593505570041,0.4583333333333333,0.7333333333333333
