model,TP,FN,TN,FP,ACCURACY,MCC,F1,Cohen_kappa,SPECIFICITY,PRECISION,RECALL
decisionTree,0.0031941322607358332,0.0017745179226310187,0.9943215426475808,0.0007098071690524074,0.9975156749083166,0.7240486261788031,0.7200000000000001,0.8902463193380205,0.9992866484365711,0.8181818181818182,0.6428571428571429
logisticRegression,0.003667337040104105,0.001301313143262747,0.9868685673725305,0.008162782444102686,0.9905359044126346,0.47466328787206574,0.43661971830985913,0.5520755048250375,0.9917964570205683,0.31,0.7380952380952381
knn,0.0020111203123151546,0.0029575298710516978,0.9942032414527386,0.0008281083638944754,0.9962143617650538,0.5337778637828643,0.5151515151515152,0.5760974447795421,0.999167756509333,0.7083333333333334,0.40476190476190477
svm_linear,0.003430734650419969,0.0015379155329468827,0.9925470247249497,0.002484325091683426,0.9959777593753697,0.6308436706591847,0.6304347826086957,1.679325331840827,0.9975032695279991,0.58,0.6904761904761905
svm_2,0.0016562167277889507,0.0033124334555779014,0.989471193659056,0.005560156157577192,0.9911274103868449,0.27226224949851174,0.2718446601941748,0.5905922500707762,0.9944120794198074,0.22950819672131148,0.3333333333333333
svm_3,0.0017745179226310187,0.0031941322607358332,0.9917189163610552,0.0033124334555779014,0.9934934342836863,0.34969635540077365,0.35294117647058826,1.1835014842414744,0.996671026037332,0.3488372093023256,0.35714285714285715
svm_rbf,0.0029575298710516978,0.0020111203123151546,0.9916006151662132,0.003430734650419969,0.9945581450372649,0.5222826291697776,0.5208333333333334,0.8035245507831268,0.9965521341100939,0.46296296296296297,0.5952380952380952
naiveBayes,0.0005915059742103396,0.004377144209156513,0.9939666390630545,0.0010647107535786111,0.9945581450372649,0.2040039032708962,0.17857142857142858,0.26423503902312223,0.9989299726548567,0.35714285714285715,0.11904761904761904
random_forest,0.003667337040104105,0.001301313143262747,0.979178989707796,0.0158523601088371,0.9828463267479002,0.3670432864752575,0.2995169082125604,0.34706630995890786,0.9840684817500892,0.18787878787878787,0.7380952380952381
ridgeClassifierCV,0.002602626286525494,0.002366023896841358,0.9892345912693719,0.005796758547261327,0.9918372175558973,0.39908155216799207,0.3893805309734514,3.8973812845443607,0.9941742955653311,0.30985915492957744,0.5238095238095238
passiveAggressiveClassifier,0.0004732047793682716,0.00449544540399858,0.979178989707796,0.0158523601088371,0.9796521944871643,0.04400347728467382,0.044444444444444446,0.04043623095530884,0.9840684817500892,0.028985507246376812,0.09523809523809523
