model,TP,FN,TN,FP,ACCURACY,MCC,F1,Cohen_kappa,SPECIFICITY,PRECISION,RECALL
decisionTree,0.0007098071690524074,0.0001183011948420679,0.9989352892464214,0.0002366023896841358,0.9996450964154738,0.8016096774315401,0.7999999999999999,0.8059433189363749,0.9997632015155103,0.75,0.8571428571428571
logisticRegression,0.0008281083638944754,0.0,0.9989352892464214,0.0002366023896841358,0.9997633976103159,0.8818126791891406,0.8750000000000001,1.1656543346217558,0.9997632015155103,0.7777777777777778,1.0
knn,0.0008281083638944754,0.0,0.9989352892464214,0.0002366023896841358,0.9997633976103159,0.8818126791891406,0.8750000000000001,1.1656543346217558,0.9997632015155103,0.7777777777777778,1.0
svm_linear,0.0005915059742103396,0.0002366023896841358,0.9990535904412634,0.0001183011948420679,0.9996450964154738,0.7713432021387009,0.7692307692307692,1.1108830919399608,0.9998816007577551,0.8333333333333334,0.7142857142857143
svm_2,0.0007098071690524074,0.0001183011948420679,0.9990535904412634,0.0001183011948420679,0.9997633976103159,0.8570244579006123,0.8571428571428571,1.0044803045021113,0.9998816007577551,0.8571428571428571,0.8571428571428571
svm_3,0.0007098071690524074,0.0001183011948420679,0.9990535904412634,0.0001183011948420679,0.9997633976103159,0.8570244579006123,0.8571428571428571,1.0044803045021113,0.9998816007577551,0.8571428571428571,0.8571428571428571
svm_rbf,0.0007098071690524074,0.0001183011948420679,0.9989352892464214,0.0002366023896841358,0.9996450964154738,0.8016096774315401,0.7999999999999999,0.8059433189363749,0.9997632015155103,0.75,0.8571428571428571
naiveBayes,0.0008281083638944754,0.0,0.9988169880515794,0.0003549035845262037,0.9996450964154738,0.8365114234672983,0.8235294117647058,1.070738180862917,0.9996448022732655,0.7,1.0
random_forest,0.0007098071690524074,0.0001183011948420679,0.9989352892464214,0.0002366023896841358,0.9996450964154738,0.8016096774315401,0.7999999999999999,0.8059433189363749,0.9997632015155103,0.75,0.8571428571428571
ridgeClassifierCV,0.0008281083638944754,0.0,0.9985803856618952,0.0005915059742103396,0.9994084940257897,0.7635365100701597,0.7368421052631579,1.2783721508854295,0.9994080037887757,0.5833333333333334,1.0
passiveAggressiveClassifier,0.0007098071690524074,0.0001183011948420679,0.9985803856618952,0.0005915059742103396,0.9992901928309476,0.6834530689686773,0.6666666666666665,1.4650099806173518,0.9994080037887757,0.5454545454545454,0.8571428571428571
