model,TP,FN,TN,FP,ACCURACY,MCC,F1,Cohen_kappa,SPECIFICITY,PRECISION,RECALL
decisionTree,0.03158641902283213,0.006269963326629599,0.9557553531290666,0.0063882645214716665,0.9873417721518988,0.8264958832880657,0.8330733229329174,0.9901762890158984,0.9933603836222796,0.8317757009345794,0.834375
logisticRegression,0.022358925825150835,0.015497456524310895,0.9531527268425412,0.00899089080799716,0.9755116526676919,0.6366110415878541,0.6461538461538461,0.8491284435467553,0.9906553547276528,0.7132075471698113,0.590625
knn,0.02200402224062463,0.0158523601088371,0.9523246184786467,0.009818999171891636,0.9743286407192713,0.6208854784099842,0.631578947368421,0.8716706652555035,0.9897946637157261,0.6914498141263941,0.58125
svm_linear,0.02649946764462321,0.011356914704838518,0.9516148113095942,0.010528806340944044,0.9781142789542174,0.6964197967242434,0.7077409162717219,0.9999406162030781,0.989056928562646,0.7156549520766773,0.7
svm_2,0.022358925825150835,0.015497456524310895,0.9519697148941204,0.01017390275641784,0.9743286407192713,0.6239883803366088,0.6352941176470588,0.8598653428215922,0.989425796139186,0.6872727272727273,0.590625
svm_3,0.021057612681888088,0.016798769667573644,0.9545723411806459,0.007571276469892346,0.975629953862534,0.6275913178249725,0.6334519572953737,0.7385075998505592,0.9921308250338129,0.7355371900826446,0.55625
svm_rbf,0.02709097361883355,0.01076540873062818,0.9443984384242281,0.017745179226310186,0.9714894120430616,0.642957590329172,0.6552217453505007,1.6312783114857932,0.9815566211729989,0.604221635883905,0.715625
naiveBayes,0.004968650183366852,0.03288773216609488,0.9602507985330652,0.0018928191174730864,0.9652194487164321,0.298893494669542,0.22222222222222224,0.2501260048796226,0.9980327062584532,0.7241379310344828,0.13125
random_forest,0.028273985567254228,0.0095823967822075,0.9549272447651721,0.007216372885366142,0.9832012303324263,0.7626857080057987,0.7709677419354839,1.1055555651311113,0.9924996926103529,0.7966666666666666,0.746875
ridgeClassifierCV,0.024015142552939784,0.013841239796521946,0.9420324145273867,0.020111203123151542,0.9660475570803265,0.5700794438459263,0.5858585858585859,1.1985403711904226,0.9790975039960654,0.5442359249329759,0.634375
passiveAggressiveClassifier,0.004258843014314445,0.03359753933514729,0.9621436176505382,0.0,0.9664024606648527,0.3297030644811904,0.20224719101123595,0.2119741334622992,1.0,1.0,0.1125
